time_d,T_r000,T_r010
1053.0,16.310065995174,16.347636157480224
1054.0,16.309181949567574,16.346973543503395
1055.0,16.308300829227733,16.346306396283126
1056.0,16.307422481392678,16.34563481204151
1057.0,16.306546634797314,16.3449588655115
1058.0,16.30567319716846,16.34427868955987
1059.0,16.304802041551284,16.343594383015613
1060.0,16.303932945858207,16.34290603855254
1061.0,16.303065783633826,16.34221373845014
1062.0,16.302200593635007,16.34151759303279
1063.0,16.301337145379875,16.34081760542739
1064.0,16.30047545144629,16.340113917083784
1065.0,16.299615301554923,16.339406618529324
1066.0,16.29875658296379,16.338695779220757
1067.0,16.297899309412514,16.337981501515912
1068.0,16.297043354707455,16.337263784338234
1069.0,16.296188647525014,16.336542727369704
1070.0,16.295335173979083,16.33581846972845
1071.0,16.294482724784984,16.33509103951377
1072.0,16.293631365153487,16.334360487308118
1073.0,16.292781073546394,16.333626918150117
1074.0,16.291931662626553,16.33289039424801
1075.0,16.291083059652692,16.332150946554293
1076.0,16.290235354140748,16.33140866608761
1077.0,16.289388434456896,16.330663578975475
1078.0,16.288542150909507,16.3299157384036
1079.0,16.287696599754725,16.32916522544423
1080.0,16.286851638174824,16.328412064067948
1081.0,19.96026643318163,16.501263408599414
1082.0,20.003231163606756,16.94273192709386
1083.0,20.00407778938603,17.50067306219688
1084.0,20.004173106348105,18.062146453427545
1085.0,20.004216494501634,18.539827362608605
1086.0,20.00423908919646,18.91838089652356
1087.0,20.004252305991486,19.20542028222667
1088.0,20.004260874007286,19.417354271158445
1089.0,20.00426693888471,19.571622055977286
1090.0,20.004271557244977,19.683170891393218
1091.0,20.004275284307823,19.76366598238718
1092.0,20.00427842553296,19.821818579164642
1093.0,20.004281158620813,19.86396766534517
1094.0,20.004283591908916,19.894665969371886
1095.0,20.00428579552954,19.917156437056974
1096.0,20.004287816060526,19.93374325771481
1097.0,20.00428968585004,19.94606410258922
1098.0,20.004291428022157,19.955285926518684
1099.0,20.004293061127328,19.962242635996006
1100.0,20.004294594556995,19.967533843787237
1101.0,20.00429604799342,19.971593947759118
1102.0,20.00429742235201,19.97473667559217
1103.0,20.004298727895957,19.97719152959462
1104.0,20.00429996768912,19.979126842551352
1105.0,20.004301149931052,19.98067017230727
1106.0,20.004302274533643,19.981913115372947
1107.0,20.004303355165234,19.982924839650934
1108.0,20.004304385818614,19.983757898426063
1109.0,20.004305373768602,19.984451913022383
1110.0,20.00430632035261,19.98503681995834
1111.0,20.004307228578,19.985535864652377
1112.0,20.00430810071873,19.985966512267566
1113.0,20.004308939132443,19.986342856212616
1114.0,20.004309748332446,19.986675386485786
1115.0,20.004310523843742,19.9869722166531
1116.0,20.00431127352772,19.987240079151263
1117.0,20.004311995238425,19.98748395769138
1118.0,20.00431269304312,19.987708094696757
1119.0,20.004313367385976,19.987915751043545
1120.0,20.00431401788859,19.988109389492706
1121.0,20.004314648803415,19.98829121933977
1122.0,20.004315256829443,19.988462817459663
1123.0,20.004315846279894,19.98862566338147
1124.0,20.004316417227756,19.98878084598192
1125.0,20.004316970912896,19.988929304924056
1126.0,20.004317507168253,19.989071750910796
1127.0,20.00431802711347,19.989208832691645
1128.0,20.004318531675892,19.989341070258547
1129.0,20.004319021038782,19.98946894000676
1130.0,20.004319498492123,19.98959293553139
1131.0,20.004319961060844,19.989713232057397
1132.0,20.00432041098702,19.98983015473516
1133.0,20.004320848588293,19.989943919813243
1134.0,20.00432127378201,19.99005470418024
1135.0,20.004321687926165,19.990162709176104
1136.0,20.004322091266488,19.99026812786701
1137.0,20.00432248429371,19.990371096764534
1138.0,20.004322866853556,19.990471685514592
1139.0,20.004323239978362,19.990570054493276
1140.0,20.004323603787327,19.99066629543256
1141.0,20.00432395949923,19.990760643778515
1142.0,20.004324304705733,19.990852778018905
1143.0,20.00432464237423,19.99094307589195
1144.0,20.00432497229383,19.991031586422594
1145.0,20.004325294464934,19.99111835086154
1146.0,20.004325609140096,19.991203421489104
1147.0,20.00432591678475,19.99128687516685
1148.0,20.004326217423625,19.991368736296806
1149.0,20.004326511346108,19.99144906698166
1150.0,20.004326798844602,19.99152791781188
1151.0,20.004327080035296,19.99160532854745
1152.0,20.00432735539482,19.99168133897666
1153.0,20.00432762478846,19.991755988917305
1154.0,20.004327888403054,19.991829304442547
1155.0,20.004328146634464,19.99190132756536
1156.0,20.004328399603253,19.991972102318073
1157.0,20.00432864751491,19.992041666301134
1158.0,20.00432889053974,19.992110056050535
1159.0,20.00432912862118,19.99217727937338
1160.0,20.004329361943974,19.99224336420457
1161.0,20.004329590793304,19.992308346604716
1162.0,20.00432981530207,19.992372232802722
1163.0,20.004330035720614,19.99243512171512
1164.0,20.00433025204444,19.992496988968355
1165.0,20.00433046416822,19.992557851684637
1166.0,20.004330672495712,19.99261774180127
1167.0,20.004330877035954,19.992676690221572
1168.0,20.004331077936456,19.992734716043003
1169.0,20.004331275306697,19.992791848288505
1170.0,20.00433146916862,19.992848093004227
1171.0,19.998566394583975,19.98870693965148
1172.0,19.99730036723298,19.986254488879467
1173.0,19.995978685858972,19.983838413279727
1174.0,19.99460618832046,19.98145583880273
1175.0,19.993190779364284,19.9791056596016
1176.0,19.99173963887,19.976786813583487
1177.0,19.990258716679136,19.974498106593728
1178.0,19.988752862970557,19.972238838012743
1179.0,19.987226347392607,19.970007850488173
1180.0,19.98568262424658,19.967804304178514
1181.0,19.984124602503925,19.96562725851868
1182.0,19.982554777556288,19.963475754332592
1183.0,19.980975268900238,19.961349062029285
1184.0,19.979387916533142,19.959246371446568
1185.0,19.977794317292364,19.957166944865378
1186.0,19.97619579896923,19.955110034224333
1187.0,19.974593493267832,19.95307492918971
1188.0,19.97298857521497,19.951060977779036
1189.0,19.971381755272887,19.94906750642872
1190.0,19.96977411216517,19.947093881069975
1191.0,19.96816608719996,19.945139573951337
1192.0,19.966558399780922,19.943203961034442
1193.0,19.96495158780425,19.941286492334427
1194.0,19.963346268103578,19.939386621084566
1195.0,19.961742551680175,19.937503798508885
1196.0,19.96014095088043,19.935637568792686
1197.0,19.958541858777153,19.93378743509396
1198.0,19.95694551565731,19.931952957429587
1199.0,19.955352282500144,19.930133647964055
1200.0,19.95376223687714,19.928329065658318
1201.0,19.952175604755098,19.926538898263345
1202.0,19.95059259754686,19.924762662070577
1203.0,19.949013377501444,19.922999975858318
1204.0,19.94743803601756,19.921250426997858
1205.0,19.945866696085318,19.919513793642466
1206.0,19.94429952603923,19.917789593784846
1207.0,19.942736572198783,19.916077637338276
1208.0,19.941177950738336,19.914377507116455
1209.0,19.939623694481668,19.912688878930226
1210.0,19.93807380213468,19.911011477903628
1211.0,19.936528410329856,19.909345015021188
1212.0,19.93498748480789,19.90768916779956
1213.0,19.93345114442792,19.906043746820615
1214.0,19.931919357406912,19.904408440408417
1215.0,19.930391980858474,19.902783093636117
1216.0,19.928869144015835,19.901167349247714
1217.0,19.927350890537184,19.899560947241127
1218.0,19.925837117432252,19.897963746779737
1219.0,19.924327927028855,19.896375559882017
1220.0,19.922823297591663,19.89479605780042
1221.0,19.92132318155302,19.89322517707899
1222.0,19.919827569187817,19.89166264038363
1223.0,19.91833642390185,19.89010820019331
1224.0,19.916849761224285,19.888561692893916
1225.0,19.915367523929945,19.887022955863927
1226.0,19.913889705014526,19.885491787762533
1227.0,19.912416335040973,19.883967993673195
1228.0,19.910947300406406,19.882451391859888
1229.0,19.90948265533501,19.880941191666977
1230.0,19.908022297430534,19.879437624495154
1231.0,19.906566221918183,19.877940342204283
1232.0,19.905114388545883,19.87644979082313
1233.0,19.903666783470953,19.874965829922075
1234.0,19.90222338054457,19.8734882853841
1235.0,19.900784106656147,19.87201677699437
1236.0,19.89934892453948,19.870551538237805
1237.0,19.897917755828075,19.869092416817523
1238.0,19.896490676374015,19.867639139075663
1239.0,19.89506755551139,19.866191778691984
1240.0,19.893648396458673,19.864750080425267
1241.0,19.892233151295102,19.863313922613656
1242.0,19.89082189714054,19.8618832119098
1243.0,19.889414522671984,19.8604578007471
1244.0,19.888010947036605,19.859037539560802
1245.0,19.8866111316741,19.857622427268097
1246.0,19.885214974422297,19.856212252829096
1247.0,19.883822537167134,19.854807190596432
1248.0,19.882433833121468,19.853406970392143
1249.0,19.88104874068199,19.852011454317733
1250.0,19.879667257786366,19.85062054923577
1251.0,19.878289331056408,19.84923411089676
1252.0,19.876914898536427,19.84785209974308
1253.0,19.875543989424727,19.84647430849583
1254.0,19.874176532902766,19.845100665315044
1255.0,19.87281225966376,19.84373120188758
1256.0,19.87145151444639,19.84236577687193
1257.0,19.870094307638226,19.84100439143009
1258.0,19.8687404017399,19.839647235383268
1259.0,19.867389846274023,19.838294111252196
1260.0,19.866042519534346,19.836944887632967
1261.0,19.858509562630786,19.82840060398695
1262.0,19.846534754417462,19.821072399650575
1263.0,19.837078510472963,19.813839870707966
1264.0,19.828661377690707,19.80665534010302
1265.0,19.820799104451055,19.799475753547256
1266.0,19.813239954156586,19.792259722761514
1267.0,19.805861409136924,19.784966886703216
1268.0,19.798512820116628,19.777558573598526
1269.0,19.79116688157069,19.76999400230551
1270.0,19.783785115704916,19.762229260672598
1271.0,19.776264998285342,19.75422453945754
1272.0,19.768596068777924,19.74593437749678
1273.0,19.760746499823483,19.73731155230763
1274.0,19.752633901428283,19.72831404372596
1275.0,19.744193539743492,19.71889057021059
1276.0,19.735459224165936,19.708985438653542
1277.0,19.726290346646067,19.6985530672805
1278.0,19.716765101058854,19.687529224422804
1279.0,19.706735495976318,19.67587269177386
1280.0,19.69613867865212,19.663532979378317
1281.0,19.684955476966877,19.650457851223678
1282.0,19.673147229639312,19.636604792291507
1283.0,19.660629821255668,19.62192292382275
1284.0,19.64736041386675,19.606366893875588
1285.0,19.633324264441,19.589895066045358
1286.0,19.618470023846726,19.572467600466325
1287.0,19.60272281162719,19.554045526886284
1288.0,19.586106126044,19.5345848595922
1289.0,19.568525627277836,19.514070376677353
1290.0,19.54990690885529,19.492456812270632
1291.0,19.53028826488719,19.469712593829115
1292.0,19.5096018342378,19.445824866341752
1293.0,19.48781693853482,19.42077610434967
1294.0,19.464875575998576,19.39455356915022
1295.0,19.44075671081555,19.367148000027214
1296.0,19.415674963557763,19.338550788182147
1297.0,19.38933506549131,19.308756756095192
1298.0,19.361797994205062,19.27776134793561
1299.0,19.333111119585965,19.245568520565655
1300.0,19.303223382277338,19.21219085463531
1301.0,19.27211157152385,19.177641995596275
1302.0,19.239844394588772,19.14193126556313
1303.0,19.20639042240964,19.105071388985323
1304.0,19.171790244162196,19.067085251675906
1305.0,19.136024643455357,19.027994588394677
1306.0,19.09910446464187,18.98782585225439
1307.0,19.061107579948782,18.946594705575365
1308.0,19.02200521412857,18.904332869035898
1309.0,18.981817195970336,18.861072876024195
1310.0,18.940588346570166,18.816844184499928
1311.0,18.898337733052188,18.771680890486778
1312.0,18.85509915586408,18.725617806697528
1313.0,18.810903213642405,18.678685655370998
1314.0,18.765782938849043,18.630918382842935
1315.0,18.71977198034807,18.582351376172426
1316.0,18.672863767105184,18.533025212017776
1317.0,18.625209644465656,18.48296526077837
1318.0,18.57673831410557,18.43220316563236
1319.0,18.52751754362788,18.380773541178712
1320.0,18.477553466308677,18.328717561601138
1321.0,18.426898531053837,18.276075868598127
1322.0,18.3755772278854,18.222885983952665
1323.0,18.323615966160105,18.16919012739737
1324.0,18.271120863452836,18.11502998928006
1325.0,18.21799318013518,18.060448979979412
1326.0,18.164398308616455,18.00548761606626
1327.0,18.110402492465482,17.950176423272126
1328.0,18.05594293084664,17.894554999255774
1329.0,18.001148858997567,17.8386643550935
1330.0,17.94596394142394,17.78254478587462
1331.0,17.89045691144611,17.726228256098807
1332.0,17.83469509642117,17.66974611901145
1333.0,17.778648330902968,17.61314095641484
1334.0,17.72249914865813,17.556443772033845
1335.0,17.66621109126845,17.49967659528835
1336.0,17.609748256806597,17.442881442964847
1337.0,17.553146888136837,17.386093159351674
1338.0,17.496575651963724,17.32932243739657
1339.0,17.439937714482994,17.272613095323322
1340.0,17.38328681942363,17.215986138738174
1341.0,17.32667071359623,17.159471915737356
