,temp
625,16.46603775024414
626,16.386463165283203
627,16.307252883911133
628,16.22846221923828
629,16.150150299072266
630,16.15070343017578
631,16.1512451171875
632,16.151769638061523
633,16.152278900146484
634,16.15277099609375
635,16.153242111206055
636,16.153696060180664
637,16.154125213623047
638,16.154537200927734
639,16.15492820739746
640,16.15530014038086
641,16.155649185180664
642,16.15597915649414
643,16.15628433227539
644,16.156572341918945
645,16.15683937072754
646,16.157085418701172
647,16.157312393188477
648,16.15752410888672
649,16.157716751098633
650,16.157888412475586
651,16.15804672241211
652,16.158184051513672
653,16.158306121826172
654,16.158409118652344
655,16.158493041992188
656,16.158565521240234
657,16.158620834350586
658,16.158662796020508
659,16.158687591552734
660,16.1586971282959
661,16.158695220947266
662,16.158676147460938
663,16.158649444580078
664,16.15860366821289
665,16.158544540405273
666,16.15847396850586
667,16.158390045166016
668,16.158296585083008
669,16.15818977355957
670,16.158071517944336
671,16.157941818237305
672,16.157794952392578
673,16.157649993896484
674,16.157482147216797
675,16.157310485839844
676,16.157127380371094
677,16.156932830810547
678,16.1567325592041
679,16.15652084350586
680,16.156299591064453
